fare,parch,age,sibsp,C,Q,S,female,male,class_1,class_2,class_3
7.8542,0,26.0,1,0,0,1,0,1,0,0,1
12.475,0,5.0,0,0,0,1,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
26.0,0,28.0,1,0,0,1,1,0,0,1,0
0.0,0,49.0,0,0,0,1,0,1,0,0,1
7.125,0,17.0,0,0,0,1,0,1,0,0,1
9.825,0,20.0,1,0,0,1,1,0,0,0,1
15.2458,2,29.8811345124283,0,1,0,0,1,0,0,0,1
7.7333,0,16.0,0,0,1,0,1,0,0,0,1
263.0,2,19.0,3,0,0,1,0,1,1,0,0
14.1083,0,41.0,2,0,0,1,0,1,0,0,1
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
12.2875,1,22.0,1,0,0,1,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
9.475,0,40.0,1,0,0,1,1,0,0,0,1
39.0,1,60.0,1,0,0,1,0,1,0,1,0
512.3292,1,36.0,0,1,0,0,0,1,1,0,0
151.55,2,0.9167,1,0,0,1,0,1,1,0,0
7.8958,0,33.0,0,1,0,0,0,1,0,0,1
9.0,0,22.0,0,0,0,1,0,1,0,0,1
7.7958,0,21.0,0,0,0,1,0,1,0,0,1
0.0,0,29.8811345124283,0,0,0,1,0,1,1,0,0
30.0,0,29.0,0,0,0,1,0,1,1,0,0
164.8667,1,57.0,1,0,0,1,0,1,1,0,0
13.0,0,30.0,0,0,0,1,1,0,0,1,0
16.1,0,24.0,1,0,0,1,0,1,0,0,1
263.0,2,23.0,3,0,0,1,1,0,1,0,0
10.5,0,22.0,0,0,0,1,0,1,0,1,0
7.925,0,20.0,0,0,0,1,0,1,0,0,1
7.75,0,32.0,0,0,1,0,0,1,0,0,1
110.8833,0,29.8811345124283,0,1,0,0,1,0,1,0,0
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.8958,0,43.0,0,0,0,1,0,1,0,0,1
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
46.9,2,16.0,5,0,0,1,1,0,0,0,1
8.6625,0,20.0,0,0,0,1,1,0,0,0,1
7.75,0,45.0,0,0,0,1,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
30.6958,0,56.0,0,1,0,0,0,1,1,0,0
13.9,0,22.0,1,0,0,1,1,0,0,0,1
7.7792,0,29.8811345124283,0,0,1,0,1,0,0,0,1
13.0,0,42.0,0,0,0,1,0,1,0,1,0
7.5208,0,22.0,0,0,0,1,0,1,0,0,1
7.8542,0,48.0,0,0,0,1,0,1,0,0,1
7.925,0,28.0,2,0,0,1,0,1,0,0,1
7.6292,0,30.0,0,0,1,0,1,0,0,0,1
13.0,0,32.0,0,0,0,1,1,0,0,1,0
16.0,0,55.0,0,0,0,1,1,0,0,1,0
57.75,0,30.0,1,1,0,0,0,1,1,0,0
8.05,0,43.0,0,0,0,1,0,1,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
23.45,2,29.8811345124283,1,0,0,1,1,0,0,0,1
27.0,1,24.0,2,0,0,1,1,0,0,1,0
227.525,0,18.0,1,1,0,0,1,0,1,0,0
50.4958,0,48.0,0,1,0,0,0,1,1,0,0
7.775,0,21.0,0,0,0,1,0,1,0,0,1
39.0,1,4.0,2,0,0,1,1,0,0,1,0
31.6792,0,36.0,0,1,0,0,1,0,1,0,0
108.9,0,18.0,1,1,0,0,0,1,1,0,0
211.5,1,50.0,1,1,0,0,0,1,1,0,0
61.9792,1,22.0,0,1,0,0,1,0,1,0,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
3.1708,1,9.0,0,0,0,1,0,1,0,0,1
15.2458,1,29.8811345124283,1,1,0,0,0,1,0,0,1
7.8542,0,21.0,0,0,0,1,0,1,0,0,1
7.65,0,19.0,0,0,0,1,0,1,0,0,1
7.2292,0,18.0,0,1,0,0,1,0,0,0,1
26.55,0,45.0,0,0,0,1,0,1,1,0,0
7.75,0,40.5,0,0,1,0,0,1,0,0,1
16.0,0,40.0,0,0,0,1,0,1,0,1,0
7.8792,0,29.8811345124283,0,0,1,0,1,0,0,0,1
22.025,2,4.0,0,0,0,1,1,0,0,0,1
151.55,0,22.0,0,0,0,1,1,0,1,0,0
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
5.0,0,33.0,0,0,0,1,0,1,1,0,0
6.45,0,43.0,0,0,0,1,0,1,0,0,1
12.275,0,33.0,0,0,0,1,0,1,0,1,0
26.55,0,42.0,0,0,0,1,0,1,1,0,0
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
8.6625,0,27.0,0,0,0,1,0,1,0,0,1
26.0,0,28.0,0,0,0,1,0,1,0,1,0
30.0,0,29.8811345124283,0,0,0,1,0,1,1,0,0
10.5,0,34.0,0,0,0,1,1,0,0,1,0
55.9,0,50.0,1,0,0,1,0,1,1,0,0
262.375,2,18.0,2,1,0,0,1,0,1,0,0
69.55,2,14.5,8,0,0,1,0,1,0,0,1
13.0,0,28.0,0,0,0,1,1,0,0,1,0
13.8625,0,29.8811345124283,0,1,0,0,0,1,0,1,0
23.45,2,29.8811345124283,1,0,0,1,0,1,0,0,1
25.5875,0,47.0,0,0,0,1,0,1,1,0,0
24.15,0,21.0,2,0,0,1,0,1,0,0,1
52.0,0,48.0,1,0,0,1,0,1,1,0,0
8.6833,0,31.0,0,0,0,1,1,0,0,0,1
10.5,0,19.0,0,0,0,1,0,1,0,1,0
26.0,0,49.0,0,0,0,1,0,1,1,0,0
13.0,0,23.0,0,0,0,1,0,1,0,1,0
7.775,0,29.8811345124283,0,0,0,1,0,1,0,0,1
13.0,0,24.0,0,0,0,1,0,1,0,1,0
83.1583,0,24.0,0,1,0,0,1,0,1,0,0
13.0,0,39.0,0,0,0,1,0,1,0,1,0
21.0,0,38.0,1,0,0,1,0,1,0,1,0
25.7,0,55.0,2,0,0,1,1,0,1,0,0
7.25,0,24.0,0,0,1,0,0,1,0,0,1
11.2417,0,14.0,1,1,0,0,1,0,0,0,1
151.55,2,30.0,1,0,0,1,0,1,1,0,0
13.0,0,18.0,0,0,0,1,0,1,0,1,0
28.5,0,45.5,0,0,0,1,0,1,1,0,0
0.0,0,19.0,0,0,0,1,0,1,0,0,1
10.5,0,24.0,0,0,0,1,0,1,0,1,0
20.575,2,1.0,1,0,0,1,0,1,0,0,1
11.5,0,18.0,0,0,0,1,0,1,0,1,0
26.0,0,50.0,0,0,0,1,0,1,1,0,0
7.25,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.8542,0,20.0,0,0,0,1,0,1,0,0,1
7.775,0,26.0,0,0,0,1,0,1,0,0,1
26.0,0,40.0,1,0,0,1,0,1,0,1,0
7.7875,0,29.8811345124283,0,0,1,0,1,0,0,0,1
8.5167,1,16.0,1,1,0,0,1,0,0,0,1
76.7292,0,48.0,1,1,0,0,0,1,1,0,0
7.75,0,24.0,0,0,1,0,1,0,0,0,1
22.025,1,29.0,3,0,0,1,0,1,0,0,1
33.0,1,6.0,0,0,0,1,1,0,0,1,0
7.65,0,21.0,0,0,0,1,1,0,0,0,1
7.2292,0,29.8811345124283,0,1,0,0,0,1,0,0,1
7.225,0,29.8811345124283,0,1,0,0,0,1,0,0,1
27.0,0,42.0,1,0,0,1,0,1,0,1,0
8.05,0,44.0,0,0,0,1,0,1,0,0,1
18.75,1,0.8333,1,0,0,1,0,1,0,1,0
8.05,0,18.0,0,0,0,1,0,1,0,0,1
12.35,0,29.8811345124283,0,0,1,0,1,0,0,1,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
10.7083,0,29.8811345124283,0,0,1,0,0,1,0,1,0
57.9792,1,44.0,0,1,0,0,1,0,1,0,0
25.925,0,29.8811345124283,0,0,0,1,0,1,1,0,0
7.25,0,21.0,0,0,0,1,0,1,0,0,1
63.3583,1,23.0,0,1,0,0,0,1,1,0,0
211.5,0,35.0,0,1,0,0,1,0,1,0,0
26.55,0,35.0,0,1,0,0,0,1,1,0,0
7.925,0,31.0,0,0,0,1,0,1,0,0,1
29.125,1,4.0,4,0,1,0,0,1,0,0,1
16.1,1,17.0,0,0,0,1,1,0,0,0,1
53.1,0,18.0,1,0,0,1,1,0,1,0,0
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
31.275,2,9.0,4,0,0,1,1,0,0,0,1
71.0,1,70.0,1,0,0,1,0,1,1,0,0
8.6625,0,20.0,0,0,0,1,0,1,0,0,1
90.0,0,44.0,2,0,1,0,0,1,1,0,0
53.1,0,35.0,1,0,0,1,1,0,1,0,0
14.4542,0,18.0,1,1,0,0,0,1,0,0,1
7.75,0,37.0,0,0,1,0,1,0,0,0,1
26.2875,0,42.0,0,0,0,1,0,1,1,0,0
13.775,2,26.0,0,0,0,1,1,0,0,0,1
211.3375,1,15.0,0,0,0,1,1,0,1,0,0
11.5,0,21.0,1,0,0,1,0,1,0,1,0
247.5208,1,27.0,1,1,0,0,1,0,1,0,0
26.0,0,50.0,1,0,0,1,0,1,0,1,0
9.5,0,29.8811345124283,0,0,0,1,0,1,0,0,1
89.1042,0,29.8811345124283,1,1,0,0,1,0,1,0,0
12.35,0,35.0,0,0,1,0,0,1,0,1,0
26.25,1,43.0,1,0,0,1,0,1,0,1,0
23.0,2,29.0,0,0,0,1,1,0,0,1,0
69.55,2,29.8811345124283,8,0,0,1,1,0,0,0,1
7.925,0,27.0,1,0,0,1,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
7.225,0,21.0,0,1,0,0,0,1,0,0,1
20.25,1,16.0,1,0,0,1,0,1,0,0,1
7.775,0,21.0,0,0,0,1,0,1,0,0,1
39.6875,1,2.0,4,0,0,1,0,1,0,0,1
110.8833,2,17.0,0,1,0,0,0,1,1,0,0
9.5,0,28.0,0,0,0,1,0,1,0,0,1
21.0,0,22.0,0,0,0,1,1,0,0,1,0
77.9583,0,63.0,1,0,0,1,1,0,1,0,0
14.5,0,19.0,0,0,0,1,0,1,0,0,1
211.3375,1,43.0,0,0,0,1,1,0,1,0,0
40.125,0,36.0,0,1,0,0,0,1,1,0,0
7.8542,0,31.0,0,0,0,1,1,0,0,0,1
6.75,0,19.0,0,0,1,0,0,1,0,0,1
79.2,1,60.0,1,1,0,0,0,1,1,0,0
21.0,0,29.0,1,0,0,1,0,1,0,1,0
56.4958,0,26.0,0,0,0,1,0,1,0,0,1
7.925,0,23.0,0,0,0,1,1,0,0,0,1
7.75,0,22.0,0,0,0,1,1,0,0,0,1
211.5,2,27.0,0,1,0,0,0,1,1,0,0
10.5,0,32.0,0,0,0,1,0,1,0,1,0
10.5,0,28.0,0,0,0,1,0,1,0,1,0
9.225,0,14.0,0,0,0,1,0,1,0,0,1
37.0042,1,24.0,1,1,0,0,1,0,0,1,0
9.5,0,24.0,0,0,0,1,0,1,0,0,1
39.6875,0,22.0,0,0,0,1,1,0,0,0,1
27.4458,0,53.0,0,1,0,0,1,0,1,0,0
30.0,0,19.0,0,0,0,1,1,0,1,0,0
8.05,0,16.0,0,0,0,1,0,1,0,0,1
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
15.0458,0,41.0,0,1,0,0,0,1,0,1,0
56.4958,0,28.0,0,0,0,1,0,1,0,0,1
47.1,0,28.0,0,0,0,1,0,1,1,0,0
26.0,0,30.0,0,0,0,1,0,1,1,0,0
8.6625,0,17.0,0,0,0,1,0,1,0,0,1
26.0,0,29.8811345124283,0,0,0,1,0,1,1,0,0
26.0,0,39.0,0,0,0,1,0,1,0,1,0
7.125,0,41.0,0,0,0,1,0,1,0,0,1
82.2667,0,23.0,1,0,0,1,1,0,1,0,0
31.0,0,30.0,0,1,0,0,1,0,1,0,0
56.4958,0,32.0,0,0,0,1,0,1,0,0,1
17.4,0,36.0,1,0,0,1,1,0,0,0,1
7.775,0,22.0,0,0,0,1,0,1,0,0,1
7.75,0,29.8811345124283,1,0,1,0,0,1,0,0,1
7.7958,0,21.0,0,0,0,1,0,1,0,0,1
221.7792,0,67.0,1,0,0,1,0,1,1,0,0
26.0,0,36.0,1,0,0,1,1,0,0,1,0
83.1583,1,37.0,1,1,0,0,0,1,1,0,0
55.4417,0,25.0,1,1,0,0,0,1,1,0,0
26.55,0,21.0,0,0,0,1,1,0,1,0,0
29.7,0,45.0,0,1,0,0,0,1,1,0,0
61.9792,1,65.0,0,1,0,0,0,1,1,0,0
65.0,2,24.0,1,0,0,1,1,0,0,1,0
26.0,1,2.0,1,0,0,1,0,1,0,1,0
13.4167,1,4.0,0,1,0,0,1,0,0,0,1
27.7208,0,28.5,0,1,0,0,0,1,1,0,0
7.7958,0,22.0,0,0,0,1,0,1,0,0,1
151.55,2,2.0,1,0,0,1,1,0,1,0,0
7.925,0,20.0,1,0,0,1,0,1,0,0,1
56.9292,0,30.0,0,1,0,0,1,0,1,0,0
7.925,2,17.0,4,0,0,1,1,0,0,0,1
13.0,0,34.0,0,0,0,1,0,1,0,1,0
7.925,0,26.0,0,0,0,1,1,0,0,0,1
15.2458,1,6.0,1,1,0,0,0,1,0,0,1
7.75,0,31.0,0,0,1,0,0,1,0,0,1
31.5,0,22.0,2,0,0,1,0,1,0,1,0
15.2458,1,9.0,1,1,0,0,1,0,0,0,1
7.8542,0,29.0,0,0,0,1,0,1,0,0,1
27.7208,0,29.8811345124283,0,1,0,0,0,1,1,0,0
37.0042,1,31.0,1,1,0,0,0,1,0,1,0
10.5,0,18.0,0,0,0,1,0,1,0,1,0
33.0,0,29.8811345124283,0,0,0,1,1,0,0,1,0
79.2,0,46.0,0,1,0,0,0,1,1,0,0
26.0,0,25.0,0,1,0,0,0,1,1,0,0
7.8958,0,23.0,0,0,0,1,0,1,0,0,1
9.5,0,36.0,0,0,0,1,0,1,0,0,1
7.7208,0,29.8811345124283,0,0,1,0,1,0,0,0,1
7.8792,0,29.8811345124283,0,0,1,0,1,0,0,0,1
8.05,0,29.8811345124283,0,0,0,1,1,0,0,0,1
7.25,0,38.5,0,0,0,1,0,1,0,0,1
7.925,0,32.0,0,0,0,1,0,1,0,0,1
38.5,0,47.0,0,0,0,1,0,1,1,0,0
7.7292,0,29.8811345124283,0,0,1,0,0,1,0,0,1
7.775,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
227.525,0,47.0,1,1,0,0,0,1,1,0,0
13.0,0,36.0,0,0,0,1,0,1,0,1,0
76.2917,0,60.0,0,1,0,0,1,0,1,0,0
8.4333,0,21.0,0,0,0,1,0,1,0,0,1
19.9667,0,29.8811345124283,1,0,0,1,0,1,0,0,1
26.55,0,29.8811345124283,0,0,0,1,0,1,1,0,0
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
13.0,0,21.0,0,0,0,1,0,1,0,1,0
7.2292,0,22.0,0,1,0,0,0,1,0,0,1
25.4667,1,29.8811345124283,3,0,0,1,1,0,0,0,1
15.9,1,3.0,1,0,0,1,0,1,0,0,1
14.5,0,50.0,1,0,0,1,0,1,0,0,1
7.55,0,29.8811345124283,0,0,0,1,0,1,0,0,1
0.0,0,39.0,0,0,0,1,0,1,1,0,0
7.55,0,29.8811345124283,0,0,0,1,0,1,0,0,1
13.0,0,42.0,0,0,0,1,0,1,0,1,0
13.5,0,28.0,0,0,0,1,0,1,0,1,0
26.55,0,58.0,0,0,0,1,1,0,1,0,0
66.6,0,29.0,1,0,0,1,0,1,1,0,0
221.7792,0,29.0,0,0,0,1,1,0,1,0,0
8.6625,0,30.0,0,0,0,1,1,0,0,0,1
7.65,0,16.0,0,0,0,1,1,0,0,0,1
39.6875,5,41.0,0,0,0,1,1,0,0,0,1
90.0,0,37.0,1,0,1,0,1,0,1,0,0
10.5,0,23.0,0,0,0,1,0,1,0,1,0
27.9,2,9.0,3,0,0,1,1,0,0,0,1
6.75,0,18.0,0,0,1,0,1,0,0,0,1
30.0,0,80.0,0,0,0,1,0,1,1,0,0
77.9583,0,51.0,1,0,0,1,1,0,1,0,0
9.6875,0,62.0,0,0,1,0,0,1,0,1,0
8.05,0,21.0,0,0,0,1,0,1,0,0,1
13.0,0,36.0,0,0,0,1,0,1,0,1,0
56.4958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
135.6333,0,35.0,0,0,0,1,1,0,1,0,0
26.0,0,63.0,1,0,0,1,0,1,0,1,0
7.8542,0,19.0,1,0,0,1,1,0,0,0,1
7.7958,0,28.0,0,0,0,1,0,1,0,0,1
7.775,0,26.0,0,0,0,1,0,1,0,0,1
11.5,0,18.0,0,0,0,1,0,1,0,1,0
26.0,0,19.0,0,0,0,1,1,0,0,1,0
57.0,0,31.0,1,0,0,1,0,1,1,0,0
22.525,0,32.0,0,0,0,1,0,1,0,0,1
21.0,0,35.0,0,0,0,1,1,0,0,1,0
26.0,0,16.0,0,0,0,1,0,1,0,1,0
25.4667,4,29.8811345124283,0,0,0,1,1,0,0,0,1
7.05,0,24.0,0,0,0,1,0,1,0,0,1
51.8625,0,54.0,0,0,0,1,0,1,1,0,0
9.35,0,22.0,0,0,0,1,0,1,0,0,1
30.5,0,32.0,0,1,0,0,0,1,1,0,0
55.9,0,39.0,1,0,0,1,1,0,1,0,0
16.7,1,4.0,1,0,0,1,1,0,0,0,1
10.5,0,22.0,0,0,0,1,1,0,0,1,0
26.0,0,46.0,0,0,0,1,0,1,0,1,0
11.5,1,23.0,2,0,0,1,0,1,0,1,0
27.7208,0,43.0,1,1,0,0,0,1,1,0,0
35.5,0,28.0,0,0,0,1,0,1,1,0,0
8.4583,0,29.8811345124283,0,0,1,0,0,1,0,0,1
7.925,0,39.0,0,0,0,1,0,1,0,0,1
15.2458,1,7.0,1,1,0,0,0,1,0,0,1
69.55,2,29.8811345124283,8,0,0,1,0,1,0,0,1
26.55,0,45.0,0,0,0,1,0,1,1,0,0
8.6625,0,38.0,0,0,0,1,0,1,0,0,1
22.3583,2,29.8811345124283,0,1,0,0,1,0,0,0,1
7.8958,0,38.0,0,0,0,1,0,1,0,0,1
26.55,0,33.0,0,0,0,1,0,1,1,0,0
20.2125,1,18.0,1,0,0,1,0,1,0,0,1
7.7333,0,17.0,0,0,1,0,1,0,0,0,1
15.5,0,29.8811345124283,1,0,1,0,1,0,0,0,1
8.4042,1,42.0,0,0,0,1,0,1,0,0,1
66.6,0,22.0,1,0,0,1,1,0,1,0,0
60.0,0,24.0,1,0,0,1,0,1,1,0,0
8.05,0,21.0,0,0,0,1,0,1,0,0,1
146.5208,0,29.8811345124283,1,1,0,0,1,0,1,0,0
59.4,0,54.0,1,1,0,0,1,0,1,0,0
15.5,0,29.8811345124283,1,0,1,0,1,0,0,0,1
8.6625,0,17.0,0,0,0,1,0,1,0,0,1
80.0,0,62.0,0,0,0,0,1,0,1,0,0
8.05,0,45.0,0,0,0,1,0,1,0,0,1
8.05,0,29.8811345124283,0,0,0,1,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
14.4,1,28.0,1,0,0,1,1,0,0,0,1
59.4,1,22.0,0,1,0,0,1,0,1,0,0
31.3875,2,3.0,4,0,0,1,0,1,0,0,1
7.2292,0,23.5,0,1,0,0,0,1,0,0,1
26.0,0,25.0,1,0,0,1,0,1,0,1,0
13.0,0,32.0,0,0,0,1,0,1,0,1,0
83.1583,2,64.0,0,1,0,0,1,0,1,0,0
56.9292,0,49.0,1,1,0,0,0,1,1,0,0
12.475,1,27.0,0,0,0,1,1,0,0,0,1
25.4667,1,29.8811345124283,3,0,0,1,0,1,0,0,1
7.775,0,25.0,0,0,0,1,1,0,0,0,1
63.3583,1,45.0,0,1,0,0,1,0,1,0,0
13.0,0,28.0,0,0,0,1,0,1,0,1,0
263.0,2,24.0,3,0,0,1,1,0,1,0,0
13.5,0,32.0,0,0,0,1,0,1,0,1,0
24.15,0,29.8811345124283,0,0,1,0,0,1,0,0,1
26.0,0,29.0,1,0,0,1,1,0,0,1,0
13.9,0,23.0,1,0,0,1,0,1,0,0,1
7.925,0,32.0,0,0,0,1,0,1,0,0,1
10.5,0,50.0,0,0,0,1,1,0,0,1,0
7.8958,0,24.0,0,0,0,1,0,1,0,0,1
77.2875,1,21.0,0,0,0,1,0,1,1,0,0
61.175,0,47.0,1,0,0,1,1,0,1,0,0
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
26.2875,0,35.0,0,0,0,1,0,1,1,0,0
30.0,1,25.0,1,0,0,1,1,0,0,1,0
108.9,0,39.0,0,1,0,0,1,0,1,0,0
8.05,0,24.5,0,0,0,1,0,1,0,0,1
12.1833,2,36.0,0,0,0,1,1,0,0,0,1
10.5,0,21.0,0,0,0,1,1,0,0,1,0
31.3875,5,40.0,1,0,0,1,0,1,0,0,1
52.0,0,29.8811345124283,0,0,0,1,0,1,1,0,0
9.225,0,23.0,0,0,0,1,0,1,0,0,1
73.5,0,21.0,2,0,0,1,0,1,0,1,0
15.1,0,40.5,0,0,0,1,0,1,0,0,1
7.7333,0,29.8811345124283,0,0,1,0,0,1,0,0,1
78.85,0,36.0,1,0,0,1,0,1,1,0,0
7.775,0,25.0,1,0,0,1,0,1,0,0,1
26.0,0,32.0,1,0,0,1,0,1,0,1,0
11.2417,0,12.0,1,1,0,0,0,1,0,0,1
7.775,0,28.0,0,0,0,1,1,0,0,0,1
26.2875,0,36.0,0,0,0,1,0,1,1,0,0
7.8292,0,29.8811345124283,0,0,1,0,0,1,0,0,1
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
69.3,0,24.0,0,1,0,0,1,0,1,0,0
7.2292,0,29.8811345124283,0,1,0,0,0,1,0,0,1
7.7333,0,21.0,0,0,1,0,0,1,0,0,1
13.5,0,26.0,0,0,0,1,1,0,0,1,0
79.2,1,48.0,1,1,0,0,1,0,1,0,0
7.1417,0,24.0,0,0,0,1,0,1,0,0,1
227.525,0,42.0,0,1,0,0,1,0,1,0,0
78.85,0,26.0,0,0,0,1,1,0,1,0,0
7.25,0,47.0,0,0,0,1,0,1,0,0,1
26.0,0,34.0,1,0,0,1,0,1,0,1,0
15.2458,1,9.0,1,1,0,0,1,0,0,0,1
26.55,0,29.8811345124283,0,0,0,1,0,1,1,0,0
151.55,0,33.0,0,0,0,1,1,0,1,0,0
7.8292,0,34.5,0,0,1,0,0,1,0,0,1
10.4625,1,2.0,0,0,0,1,1,0,0,0,1
32.5,1,42.0,1,0,0,1,0,1,0,1,0
7.8542,0,20.0,0,0,0,1,1,0,0,0,1
22.3583,1,29.8811345124283,1,1,0,0,0,1,0,0,1
55.0,1,22.0,0,0,0,1,1,0,1,0,0
16.1,0,26.0,1,0,0,1,1,0,0,0,1
13.5,0,59.0,0,0,0,1,0,1,0,1,0
77.9583,0,21.0,0,0,0,1,1,0,1,0,0
9.8375,0,22.0,0,0,0,1,1,0,0,0,1
120.0,2,14.0,1,0,0,1,1,0,1,0,0
10.5,0,31.0,0,0,0,1,0,1,0,1,0
47.1,0,17.0,0,0,0,1,0,1,1,0,0
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
10.5,0,28.0,0,0,0,1,0,1,0,1,0
55.4417,0,43.0,1,1,0,0,1,0,1,0,0
26.25,1,45.0,1,0,0,1,1,0,0,1,0
9.8417,0,18.0,0,0,0,1,1,0,0,0,1
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.2292,0,29.8811345124283,0,1,0,0,0,1,0,0,1
69.55,2,29.8811345124283,8,0,0,1,1,0,0,0,1
15.0458,0,29.8811345124283,0,1,0,0,0,1,0,1,0
39.6,0,29.8811345124283,0,0,0,1,0,1,1,0,0
13.7917,0,23.0,0,1,0,0,1,0,0,1,0
30.5,0,55.0,0,0,0,1,0,1,1,0,0
10.5,0,23.0,1,0,0,1,0,1,0,1,0
14.4583,0,17.0,0,1,0,0,1,0,0,0,1
8.05,0,34.0,0,0,0,1,0,1,0,0,1
39.6,0,48.0,1,1,0,0,1,0,1,0,0
15.55,0,30.0,1,0,0,1,1,0,0,0,1
21.0,1,43.0,0,0,0,1,0,1,0,1,0
13.0,0,23.0,0,0,0,1,0,1,0,1,0
10.1708,0,19.0,0,0,0,1,0,1,0,0,1
13.0,0,19.0,0,0,0,1,1,0,0,1,0
71.2833,0,39.0,1,1,0,0,0,1,1,0,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
9.5,0,28.0,0,0,0,1,0,1,0,0,1
7.225,0,40.0,0,1,0,0,0,1,0,0,1
23.0,1,18.0,0,0,0,1,1,0,0,1,0
9.5,0,29.0,0,0,0,1,0,1,0,0,1
10.5,0,36.0,0,0,0,1,0,1,0,1,0
15.85,0,24.0,1,0,0,1,1,0,0,0,1
7.25,0,29.8811345124283,0,0,0,1,0,1,0,0,1
78.85,0,76.0,1,0,0,1,1,0,1,0,0
83.1583,1,23.0,0,1,0,0,1,0,1,0,0
86.5,0,16.0,0,0,0,1,1,0,1,0,0
120.0,2,36.0,1,0,0,1,1,0,1,0,0
33.29547928134572,0,60.5,0,0,0,1,0,1,0,0,1
19.2583,1,0.75,2,1,0,0,1,0,0,0,1
21.0,0,30.0,1,0,0,1,0,1,0,1,0
27.7208,0,29.0,1,1,0,0,0,1,0,1,0
15.5,0,29.8811345124283,0,0,1,0,1,0,0,0,1
